gene,t_stat,p_value,p_adj,significant,log2FC,regulation
CXCR1,-11.188701011476024,3.2112920942734695e-15,2.2370874820949287e-14,True,-3.237288711261942,DOWN
PGPEP1,-11.184523113996194,3.254755164851962e-15,2.2664109512826477e-14,True,-1.1168571479391316,DOWN
ZC3HAV1L,11.184298499274256,3.2571086514544533e-15,2.2670956095209902e-14,True,1.6980293171958944,UP
AMBP,-11.181241973265665,3.289306333833495e-15,2.2885438727197297e-14,True,-2.203918009317359,DOWN
SAMSN1,-11.179889919141107,3.30365158487421e-15,2.2965930870480588e-14,True,-1.7386267603448733,DOWN
TMPRSS11D,11.17995711037009,3.3029371948507263e-15,2.2965930870480588e-14,True,5.0411373557068835,UP
CCDC65,-11.17915781983716,3.3114455493933764e-15,2.301044376930425e-14,True,-2.518295032064912,DOWN
ZBTB22,-11.177739381493826,3.3265993237753027e-15,2.3106039383653393e-14,True,-0.7188235932435809,DOWN
IL7R,-11.174503360683602,3.361434405542738e-15,2.3338200688084177e-14,True,-2.4860856931387065,DOWN
HNRNPA3,11.172750423508438,3.380458368452182e-15,2.3460437796158284e-14,True,0.8066664321278285,UP
KLKB1,-11.170612258171632,3.4038106907820012e-15,2.3612598691399667e-14,True,-1.8476286698023578,DOWN
PRICKLE3,11.17025105634622,3.4077717091569107e-15,2.363016887175234e-14,True,1.113527858352498,UP
BTN3A2,-11.168122458566543,3.4312093387541414e-15,2.3782722459022737e-14,True,-1.284115106950873,DOWN
SYS1,-11.165753453834538,3.457485981795279e-15,2.3954818077388146e-14,True,-0.7570598682277794,DOWN
CALCOCO2,-11.164321359345445,3.4734692572293988e-15,2.405548298905835e-14,True,-0.8815684352506246,DOWN
NRROS,-11.160903256338067,3.511920903306669e-15,2.431160307330914e-14,True,-1.6119393032641414,DOWN
PSMG3,11.160727571913956,3.5139088525352066e-15,2.4315191118860306e-14,True,1.2347068706896867,UP
PPP3CC,-11.1573398572867,3.552465941787908e-15,2.4571717812241193e-14,True,-1.0537232508417702,DOWN
MTMR6,-11.154003050668036,3.590862327619197e-15,2.4826919018161142e-14,True,-0.973534935079936,DOWN
TTPA,-11.152333036070324,3.610236533807395e-15,2.4950444215473414e-14,True,-2.1894055973641247,DOWN
PFN2,11.148541561507777,3.6546160348629845e-15,2.524660638697623e-14,True,2.171175319828638,UP
DSN1,11.145585262563975,3.689602616465942e-15,2.5467031827045896e-14,True,1.1378410646232764,UP
GPC5,-11.145643461720503,3.688910592239779e-15,2.5467031827045896e-14,True,-3.0826077004520176,DOWN
FBXO5,11.14535518567655,3.692339660882175e-15,2.5475295950498575e-14,True,1.2013643507339333,UP
KCNH6,-11.143186622914842,3.718238551152776e-15,2.5635649247819854e-14,True,-2.031360396010437,DOWN
TNR,-11.143149804375856,3.71867985462482e-15,2.5635649247819854e-14,True,-2.743860787397132,DOWN
ARHGAP25,-11.14212909199644,3.730935147091857e-15,2.570942191113485e-14,True,-1.4068648629885896,DOWN
MYO5C,-11.141346906437198,3.740354204982604e-15,2.5763597136318564e-14,True,-2.009594973610014,DOWN
PDGFB,-11.138637010513335,3.773173259476595e-15,2.5978839608006765e-14,True,-1.5490164713521022,DOWN
HEG1,-11.134323420144971,3.8260167932346164e-15,2.633171707323907e-14,True,-1.9066615113200847,DOWN
TTC21A,-11.133908483563186,3.8311392983449535e-15,2.6356008187574743e-14,True,-1.9929772904541236,DOWN
ZC2HC1C,-11.133419822008443,3.837180861445188e-15,2.638659906592296e-14,True,-1.5619518824141458,DOWN
CD83,-11.132184904912506,3.8524917667689954e-15,2.6480879219440392e-14,True,-2.070781926386003,DOWN
UQCRH,11.131857638899104,3.85655967370614e-15,2.6497832143466816e-14,True,0.9076469205307092,UP
PPM1K,-11.130997773579763,3.8672685067353864e-15,2.6560380840156485e-14,True,-1.6219662581877712,DOWN
DACH1,-11.124900772440645,3.944069493364774e-15,2.7076609862124555e-14,True,-2.7409959751308923,DOWN
MRPL9,11.124176981177493,3.953288679440619e-15,2.7128644214576958e-14,True,0.741371927770988,UP
DIO2,11.121368121852717,3.98927318436801e-15,2.734463477820179e-14,True,2.8653525721808237,UP
GJA3,11.121333260633534,3.9897218709325544e-15,2.734463477820179e-14,True,3.1497217107239144,UP
TRABD2A,-11.121416613286538,3.9886491530116524e-15,2.734463477820179e-14,True,-1.8723509510867293,DOWN
STAT5B,-11.120850974038978,3.995934457487796e-15,2.737587395409341e-14,True,-0.8862713739547754,DOWN
ST6GALNAC4,-11.120256262744439,4.003608729889049e-15,2.7417097034774134e-14,True,-1.1145096486217838,DOWN
STMN1,11.117530516629872,4.0389736404305496e-15,2.7647835697527286e-14,True,1.4472559493690298,UP
C17orf103,-11.115646516002066,4.0636020729410656e-15,2.7804919891153818e-14,True,-1.542942044240812,DOWN
DCUN1D1,11.115043830438552,4.071512676524384e-15,2.78475308942108e-14,True,1.379216233994903,UP
ETV1,-11.114468926882598,4.079073151439615e-15,2.788771292998695e-14,True,-2.1235200355659405,DOWN
RARG,11.111944917203143,4.112434561924727e-15,2.8092580440563423e-14,True,1.18980460226744,UP
CSNK1G1,11.112039578104532,4.111178398740495e-15,2.8092580440563423e-14,True,0.6029443954677305,UP
TNFRSF1B,-11.108160325163912,4.16297619166417e-15,2.8426100326489347e-14,True,-1.679605473594581,DOWN
MFN1,11.107161020551807,4.176426103654559e-15,2.8506175695117444e-14,True,1.1554875529935327,UP
IL16,-11.105252797831564,4.202231709262019e-15,2.867048397102685e-14,True,-2.0256795272901593,DOWN
ETS1,-11.104813526956528,4.2081949506111275e-15,2.86993344838669e-14,True,-1.906863429436175,DOWN
WWC1,-11.102860792981872,4.2348077822004205e-15,2.8868930678412015e-14,True,-1.6364711912325465,DOWN
GFRA1,-11.099548862238654,4.280334529244406e-15,2.916322196077573e-14,True,-2.63610156124191,DOWN
TMEM173,-11.099464333985804,4.281502940025642e-15,2.916322196077573e-14,True,-1.4570581749774085,DOWN
MYO9A,-11.098498591418952,4.294875070840629e-15,2.9242266686032185e-14,True,-1.0396315452900762,DOWN
NAA25,11.097837692832087,4.304050543759196e-15,2.928416542725093e-14,True,0.7984268919170887,UP
ZNF441,-11.097800408076854,4.304568771174027e-15,2.928416542725093e-14,True,-1.2992114478852246,DOWN
CD300LB,-11.097628390218494,4.306960495848618e-15,2.92883935075279e-14,True,-1.8693523816038957,DOWN
LDHA,11.096126812018742,4.327895541388841e-15,2.9418665461083964e-14,True,1.2327450514008813,UP
AMHR2,-11.094061250684376,4.356862068445144e-15,2.9603401610852114e-14,True,-1.923582132528752,DOWN
DEFA3,-11.091556544576344,4.392250373667562e-15,2.983160198371503e-14,True,-4.881379330795374,DOWN
IVL,11.090205185555751,4.4114640451869476e-15,2.994980411473863e-14,True,4.815440641800729,UP
SAAL1,11.088396298033702,4.4373161039322854e-15,3.0112959368154084e-14,True,0.9066655030925377,UP
AKNA,-11.087835288241617,4.445364995413015e-15,3.015521273026172e-14,True,-1.5588250873535845,DOWN
TMEM150A,-11.085801421846854,4.474669289226295e-15,3.034155876649551e-14,True,-1.0754884525205952,DOWN
FAM81B,-11.085528375011274,4.478618254045959e-15,3.0355894720684306e-14,True,-4.05233231988619,DOWN
MGAT4A,-11.085292214864474,4.4820365865633176e-15,3.0366623802084394e-14,True,-1.596270686798582,DOWN
PLEK2,11.083311066575684,4.510817194754111e-15,3.054910785395283e-14,True,2.342153685376873,UP
SORBS3,-11.081980058183394,4.53025805465012e-15,3.066821584050173e-14,True,-1.207843640536959,DOWN
CACNA1B,11.081826256645918,4.5325099566736204e-15,3.067091093380984e-14,True,3.1363512877023814,UP
CXorf21,-11.08008141612396,4.558136708450571e-15,3.083171375360372e-14,True,-1.8712014235421393,DOWN
SMO,11.075027165683942,4.63320008740483e-15,3.1326643010262736e-14,True,1.9825492365056485,UP
CLEC10A,-11.07477843613089,4.636926240353714e-15,3.133902967592002e-14,True,-2.4388530178459638,DOWN
GABARAPL2,-11.069961152084067,4.709694004739151e-15,3.181783883561015e-14,True,-0.7354907516336908,DOWN
PLEKHN1,11.067499958059734,4.747316759402671e-15,3.205892072829273e-14,True,2.151761826710529,UP
FAM83C,11.067288480110674,4.750563650698999e-15,3.2067758303066074e-14,True,4.594337428978311,UP
TTLL11,-11.063302414316444,4.8121852602089494e-15,3.2470475175431106e-14,True,-1.0215611232302395,DOWN
TBXA2R,-11.061370698732743,4.842338570930204e-15,3.2660616247876163e-14,True,-1.5799843710943513,DOWN
FCGR1B,-11.060121587064804,4.861938450071569e-15,3.277945055274414e-14,True,-2.1841384307796394,DOWN
NKAIN1,11.058964530530446,4.880165522094897e-15,3.288893627823221e-14,True,3.0262109283496157,UP
COQ3,11.057555251537266,4.9024592969194955e-15,3.302572844769261e-14,True,1.3568621785227624,UP
KAL1,-11.052411082989684,4.984714859486877e-15,3.3552525366236936e-14,True,-2.3894365145517664,DOWN
HGF,-11.052475379159658,4.983678187102521e-15,3.3552525366236936e-14,True,-2.2899691244306677,DOWN
PARD3B,-11.05070674991525,5.012274208471259e-15,3.372430938558641e-14,True,-2.063511618967973,DOWN
HOXC11,11.050355170105133,5.01797847304723e-15,3.374896497421399e-14,True,3.7242260837970806,UP
LGALS12,-11.049893425696602,5.025480104130217e-15,3.378568399952639e-14,True,-2.027648980393461,DOWN
ARRDC3,-11.049620799732384,5.029914591469734e-15,3.3801761541781785e-14,True,-1.3960776574736453,DOWN
PALMD,-11.047774023318112,5.06005840692659e-15,3.399052632667496e-14,True,-2.0001835534633416,DOWN
RHBDD3,11.04759369664661,5.0630115512710055e-15,3.399656092361152e-14,True,1.0009799853807273,UP
NEBL,-11.047409569012098,5.0660287426015736e-15,3.4003020505615834e-14,True,-1.6674530649311219,DOWN
PODXL,-11.046500327234163,5.080954656655592e-15,3.4089373395931367e-14,True,-1.9156876577132351,DOWN
NIT2,11.045237706620078,5.101755411290813e-15,3.4215056051806444e-14,True,1.0819616359959916,UP
SSBP1,11.044653923885473,5.111401923717271e-15,3.4265860951338026e-14,True,0.6631375424086041,UP
SCGB3A2,-11.042305935683567,5.150387243233573e-15,3.451322678788962e-14,True,-5.084496295298996,DOWN
HIP1,-11.042027554604916,5.1550293146655725e-15,3.453034818264854e-14,True,-1.188034187812801,DOWN
KIAA1244,-11.040412328510559,5.1820472897433484e-15,3.468324126569729e-14,True,-2.095115184451946,DOWN
MCOLN1,-11.040515640515148,5.180314901726465e-15,3.468324126569729e-14,True,-1.128432112620473,DOWN
TRMT6,11.040239682178855,5.184943619678115e-15,3.4688593686847725e-14,True,0.9868646675318669,UP
CLEC6A,-11.038649754508732,5.2116935277098234e-15,3.4853463789797503e-14,True,-2.2479251619740257,DOWN
TBCEL,-11.037901673623422,5.2243279747052924e-15,3.492384094606022e-14,True,-0.8486251525255399,DOWN
MUC1,-11.037582630075338,5.229725773339191e-15,3.494580489495029e-14,True,-2.979216301093741,DOWN
AGMAT,11.037108814444261,5.237752530951754e-15,3.4985311112069754e-14,True,2.1573897592454143,UP
PROS1,-11.034831763682615,5.276501615065485e-15,3.522991090446265e-14,True,-1.8707876829662116,DOWN
ARRDC2,-11.033117392269512,5.305866812029875e-15,3.541168471360802e-14,True,-1.5054939645511514,DOWN
WSB1,-11.031264104286116,5.337797583872228e-15,3.561042783272823e-14,True,-1.0086269997786346,DOWN
DIXDC1,-11.030511858135247,5.3508136538850966e-15,3.568287460843568e-14,True,-1.5282418172614687,DOWN
NECAP2,-11.028744230425547,5.381525385245379e-15,3.5873222199389526e-14,True,-0.7503909716716279,DOWN
C1orf123,-11.028312469107124,5.389054116006503e-15,3.5908940938110186e-14,True,-0.71039237085912,DOWN
WASF3,-11.028101949726643,5.3927288605863735e-15,3.591896094943702e-14,True,-1.8988336644365393,DOWN
GALC,-11.027619735809465,5.401155760376954e-15,3.596061249715763e-14,True,-1.3111730929786827,DOWN
PNRC2,-11.023108241948995,5.480644632426348e-15,3.6475167113231673e-14,True,-0.8576456756840525,DOWN
CTSG,-11.01915636404984,5.551245904096306e-15,3.6930182341485074e-14,True,-3.1866607495728108,DOWN
RIIAD1,-11.016581891643373,5.597733961305846e-15,3.722448086406963e-14,True,-3.836797467192098,DOWN
PRDM5,-11.015323666906703,5.620597267578998e-15,3.73615033314964e-14,True,-1.6452919692339893,DOWN
HEATR2,11.01460014608842,5.633787200914972e-15,3.7434140256682014e-14,True,0.8307833247524012,UP
STXBP1,-11.012332216854558,5.675335373638085e-15,3.769507176107672e-14,True,-1.623132796855197,DOWN
NDUFS6,11.011030872157573,5.699315729511982e-15,3.783915679966924e-14,True,1.101176393520845,UP
TPSD1,-11.010392926388576,5.711108823039798e-15,3.790224447540853e-14,True,-2.539696017949203,DOWN
GSS,11.008560008166693,5.745129833819239e-15,3.8112739815773583e-14,True,0.8790188818485021,UP
ARHGEF38,-11.008144649032191,5.752867827762376e-15,3.8148776837807017e-14,True,-2.589971650754506,DOWN
IL36RN,11.007476049031489,5.765345771359566e-15,3.8216204241644234e-14,True,4.580464639620505,UP
RHCG,11.003054846110238,5.848550098332081e-15,3.8752207199401e-14,True,5.015559016719159,UP
APCDD1L,11.002818878926568,5.853024865748872e-15,3.87663316268275e-14,True,3.160807222903574,UP
VAMP3,-11.002398675626134,5.861001978761754e-15,3.878811109544529e-14,True,-0.7843143848191243,DOWN
DUOX1,-11.00250923300639,5.858902098353339e-15,3.878811109544529e-14,True,-2.3882425663572207,DOWN
KLHDC7A,-11.00190077327435,5.870468370505348e-15,3.883522558577009e-14,True,-2.781308959560952,DOWN
BAIAP2L2,11.000866155998583,5.890188595699108e-15,3.8950108039904775e-14,True,2.7836148971431722,UP
TEKT3,-10.999973156022518,5.907263438594399e-15,3.904741254156785e-14,True,-2.41405780071386,DOWN
PPP1R12C,-10.998471552058874,5.9360882768166734e-15,3.922227657345522e-14,True,-0.9531370159199959,DOWN
ALAD,-10.99796385467274,5.945866219622395e-15,3.927120024097905e-14,True,-0.720001371505175,DOWN
TM4SF18,-10.995422571844559,5.995055342303942e-15,3.9564495667498494e-14,True,-2.172001156930625,DOWN
HOXD10,10.995505347161407,5.993446670892051e-15,3.9564495667498494e-14,True,3.914866193751987,UP
MRPL47,10.994832942112374,6.006526969828009e-15,3.962439741459506e-14,True,1.2758827493681864,UP
ITGAX,-10.992553132247954,6.051091553484096e-15,3.9902474990990175e-14,True,-1.8417639577499791,DOWN
GCLC,10.992041965362414,6.0611294281353885e-15,3.99527435810757e-14,True,2.301760607517007,UP
SCN4B,-10.99063623626296,6.088820963695855e-15,4.0119292251831113e-14,True,-2.6234850010566415,DOWN
WDFY4,-10.988483753349852,6.131471196658146e-15,4.038423206556888e-14,True,-2.264320339095544,DOWN
FCGR3A,-10.987218121624327,6.156690003595555e-15,4.053419662136429e-14,True,-2.13999752189166,DOWN
HR,10.98679449874816,6.1651544838495225e-15,4.057377921053713e-14,True,2.6676504322658303,UP
ZNF623,10.986429978949023,6.1724474425369585e-15,4.060562343410496e-14,True,0.9092200372211767,UP
CYTH1,-10.985732582415316,6.18642461678095e-15,4.068139717195581e-14,True,-0.7988249269971543,DOWN
CD4,-10.983051985547663,6.240447807273885e-15,4.102034524090044e-14,True,-1.8298026056998893,DOWN
ALAS2,-10.981917130132468,6.2634626442692684e-15,4.1155277779759744e-14,True,-3.1602484779618214,DOWN
PCDHGA5,-10.981246442464265,6.2771045378456076e-15,4.1228540920466686e-14,True,-1.6134887181606117,DOWN
CKMT1A,10.981089331743004,6.280304539542685e-15,4.1233189923307036e-14,True,3.3158976106334093,UP
CLEC4D,-10.977404864445571,6.355824287491109e-15,4.171246046669591e-14,True,-2.0570880255861415,DOWN
MLF2,10.975533866944405,6.394524917805644e-15,4.193318064411192e-14,True,0.755098098787558,UP
RAPGEF4,-10.975555859582132,6.394068628935879e-15,4.193318064411192e-14,True,-1.8290307291691548,DOWN
C11orf82,10.974261967978428,6.42096958538478e-15,4.208991354603454e-14,True,1.7133120756330076,UP
WDR43,10.973925373877973,6.427986378728481e-15,4.2119221638044644e-14,True,1.0645073377485446,UP
IGSF6,-10.973219184966926,6.442733143849407e-15,4.2199136922006506e-14,True,-2.0203848947871377,DOWN
ADORA2A,-10.969279969587332,6.5256229968258146e-15,4.272514146516941e-14,True,-1.7133280098592598,DOWN
IYD,-10.968358552829395,6.545166907017882e-15,4.2836149713849235e-14,True,-2.5733263997887588,DOWN
VRK1,10.966181235974757,6.591585068875046e-15,4.312288452532133e-14,True,1.1611773402483063,UP
TUBB3,10.963654991498519,6.6458597255594455e-15,4.3460770418727677e-14,True,3.202352005738903,UP
HPDL,10.962957311895313,6.660928446383965e-15,4.354210238855105e-14,True,2.810878401950707,UP
KCTD16,-10.961478376015323,6.692985442879761e-15,4.3734377627348206e-14,True,-1.8281391987356848,DOWN
CCDC102B,-10.959040903904008,6.746160503066106e-15,4.4064439606485875e-14,True,-1.5746943723020825,DOWN
RIN3,-10.958736377589155,6.752833921714176e-15,4.407322967840672e-14,True,-1.423527273051155,DOWN
CCT4,10.958840939571209,6.750541787682781e-15,4.407322967840672e-14,True,1.1358838037326677,UP
CYC1,10.958495039322635,6.7581273764267564e-15,4.409038542704286e-14,True,0.9407845280756941,UP
CASK,10.957979827826913,6.769441955604538e-15,4.41467943064553e-14,True,1.1386249194161842,UP
PLD1,10.956096924037217,6.810955782850451e-15,4.440002499104047e-14,True,1.9368688699040684,UP
RNASEH1,10.955086834839344,6.833332080015487e-15,4.452834945405917e-14,True,0.8739274006316489,UP
GGT1,-10.953818320765325,6.861538626746232e-15,4.469454983445528e-14,True,-2.1562754559861723,DOWN
TMEM59,-10.953412376624122,6.8705900227361525e-15,4.473589607484047e-14,True,-0.8047058114371293,DOWN
DAW1,-10.952739027305475,6.885630444172609e-15,4.4816190282783565e-14,True,-3.4771413041904027,DOWN
PPP5D1,-10.95209433000279,6.900062096878271e-15,4.4892460634231607e-14,True,-1.6516029830825532,DOWN
ITSN2,-10.951760698460596,6.9075425080864504e-15,4.4923463363321667e-14,True,-0.7696077138722259,DOWN
ACR,-10.950051923380464,6.945984111341114e-15,4.513798394428072e-14,True,-1.7263323108122521,DOWN
NHS,10.950111878261316,6.9446316733506156e-15,4.513798394428072e-14,True,1.4205888067986399,UP
HSDL2,-10.947971938489276,6.9930689660930686e-15,4.5426119373384306e-14,True,-1.0639209139597199,DOWN
RHOU,-10.94742494596289,7.005504852331509e-15,4.5489041515629836e-14,True,-1.8521518623364166,DOWN
MMP28,-10.947174122340087,7.011214814394687e-15,4.550825778899964e-14,True,-3.0762487902446125,DOWN
ZNF488,10.944493958263134,7.072523189229893e-15,4.58881945748269e-14,True,2.5635988903922247,UP
NAT10,10.944307536811364,7.076807680480732e-15,4.589799414878625e-14,True,0.7907854023299059,UP
LSM4,10.943658355778009,7.091748203649915e-15,4.597687070117078e-14,True,0.9523537452204902,UP
PRKAB1,-10.943268262698512,7.100741318075787e-15,4.601714261949232e-14,True,-0.8721574364186111,DOWN
GAS7,-10.941607915535773,7.139147855788198e-15,4.6247925322637326e-14,True,-1.649223432623229,DOWN
SFTPB,-10.940452076314497,7.166008352739946e-15,4.64037605464119e-14,True,-6.191959786765485,DOWN
GLP2R,-10.939672307301864,7.184187120964484e-15,4.650327696258114e-14,True,-2.370238135020726,DOWN
TEX264,-10.936683084031927,7.254308371845862e-15,4.6938807982866553e-14,True,-0.6611764676333731,DOWN
PTPRH,10.936411159064821,7.260721461948363e-15,4.696193768097563e-14,True,3.146176556798261,UP
DOK7,-10.935833073019744,7.27437413816743e-15,4.703185623914816e-14,True,-2.5042538296618875,DOWN
DAPK1,-10.930403384062432,7.403882103857087e-15,4.7831795942333266e-14,True,-2.279797907283175,DOWN
ATXN7L3,10.93051012182939,7.401313863893842e-15,4.7831795942333266e-14,True,0.6162735015342609,UP
C7orf73,10.930145277214352,7.410096195025356e-15,4.785325587302675e-14,True,0.8688224016948745,UP
INTS7,10.929444226559536,7.427001097790519e-15,4.794371172959194e-14,True,0.871959604102349,UP
MAN1A1,-10.921623596883466,7.618252384684241e-15,4.914097151137562e-14,True,-1.7401947198813286,DOWN
NOTCH3,10.92161723768825,7.618409907928586e-15,4.914097151137562e-14,True,1.2570599743142097,UP
