gene,t_stat,p_value,p_adj,significant,log2FC,regulation
KIAA0319,-2.5639205219842522,0.013402144608416745,0.01815445247635951,True,-0.7581298800644727,DOWN
ZNF625,-2.563453296357766,0.013418051869195733,0.0181745123353126,True,-0.40316368664028257,DOWN
SUGT1,2.5629187678889127,0.013436271614284552,0.018196812394421107,True,0.18294191657753522,UP
TRPM6,-2.5629057551024017,0.013436715444100494,0.018196812394421107,True,-0.4514663119476201,DOWN
NSMCE4A,-2.5623836685274677,0.013454533371747979,0.01821838922832329,True,-0.21921571312310562,DOWN
SATL1,-2.562374388260554,0.0134548502859403,0.01821838922832329,True,-0.22438245841681947,DOWN
MEDAG,-2.5621192910864483,0.013463564324969049,0.018228696543094346,True,-0.7594109146010526,DOWN
TP53,2.560674242306287,0.013513023776093045,0.01829416401075685,True,0.43529471922398244,UP
SPDYE2B,2.5595653003602847,0.013551091433277035,0.01834419962064871,True,0.3736409416607529,UP
PTDSS2,-2.559061422588086,0.013568420728763098,0.018366155686606024,True,-0.17372263845560276,DOWN
ATG9A,2.5581218383646913,0.013600788654271202,0.01840846271964308,True,0.1813720191190651,UP
IDH3A,2.5574639309319824,0.013623494846233772,0.01843768689005626,True,0.20941138640103318,UP
GPR25,-2.5567209444679855,0.013649178816790732,0.018470935999002343,True,-0.5914896796018012,DOWN
DIRC2,2.5554700613337746,0.01369251958480543,0.018528072015261784,True,0.2560800032334516,UP
UQCC1,2.5549962349825477,0.013708969453956592,0.01854881416549819,True,0.20000131926441078,UP
DBNDD1,2.5547172903200175,0.013718662004842322,0.018560410734329562,True,0.40313088337179437,UP
ARL10,2.5545875025563207,0.013723173893315822,0.018564996898193808,True,0.3223883077157783,UP
UBE2W,2.5533805442587303,0.013765196788400217,0.018620323838122933,True,0.19627382280065575,UP
ZCCHC7,2.5523995658625287,0.013799437893504182,0.01866511608469806,True,0.21196019317491466,UP
NPIPB9,2.551228974483186,0.013840398823153837,0.01871898949800378,True,0.6610557482945465,UP
CHRNE,-2.550386060780989,0.013869962217176825,0.0187574403206793,True,-0.3876113318368022,DOWN
CBX5,2.5495259845141183,0.013900186736183652,0.018796778876187865,True,0.27744675414932196,UP
NAP1L2,-2.549131324213732,0.013914075796968212,0.01881402288826733,True,-0.5406327683530767,DOWN
VPS29,-2.548388632720873,0.013940247151706948,0.01884742684099003,True,-0.19098044118602786,DOWN
HIVEP1,-2.548365634011247,0.013941058306439167,0.01884742684099003,True,-0.24176323803636635,DOWN
APBA3,2.548020760918806,0.013953226982352839,0.018862336826785498,True,0.1743158570556762,UP
AC068533.7,-2.5458680294891822,0.014029403590016703,0.0189637649017015,True,-0.8696595241351965,DOWN
ARL14EP,-2.545778936950044,0.014032564353292976,0.018966487805345336,True,-0.20470703466555307,DOWN
ZNF710,-2.545711222678303,0.014034967106239036,0.01896818581708257,True,-0.18784239463578878,DOWN
AJUBA,2.545051719012705,0.014058388305710346,0.018998287553538974,True,0.32490026271410066,UP
MCMBP,2.544708418530478,0.01407059412037711,0.019013229314083575,True,0.17764760616520725,UP
SMPDL3A,-2.54300488148083,0.01413130484862953,0.019093706714624386,True,-0.43627793486263045,DOWN
KMT2D,-2.5428005721835634,0.014138602000543293,0.019102006377510108,True,-0.24882515316679665,DOWN
SLC17A9,2.542391630256667,0.014153218142044354,0.01912019222341176,True,0.3982322994693286,UP
ZNF155,-2.542094474285817,0.014163847515211964,0.0191329896423238,True,-0.23469809745953096,DOWN
SLC8A2,2.541168335996426,0.0141970223684243,0.019176237659039926,True,0.6165242423113035,UP
INVS,2.540470894596112,0.014222051753350614,0.01920847724564783,True,0.17548193349607466,UP
ATL3,-2.5402412668555914,0.014230301275669245,0.019218050331070744,True,-0.24646918410745933,DOWN
AKIRIN1,-2.5393539134970093,0.014262220894805198,0.01925958575779889,True,-0.2188237992717177,DOWN
ABCC2,2.539204107489372,0.014267616088034603,0.01926529896160389,True,0.5836354799142356,UP
TGM3,2.53784151173806,0.014316774553569995,0.01933009915038482,True,1.1400603092515222,UP
HSF4,2.5364580439347373,0.014366843422945015,0.019396117864759303,True,0.4625542904307771,UP
PRSS23,-2.536295594698496,0.014372733022986441,0.01940248595506778,True,-0.421961507321134,DOWN
OCLM,2.53583880285031,0.014389305777469549,0.019423273565165513,True,0.38381807770221243,UP
YIPF3,-2.535695054351457,0.014394524672069385,0.019428733129334963,True,-0.15176445843494157,DOWN
GPATCH11,-2.535644160273016,0.014396372831034896,0.01942964258825943,True,-0.1837255113116374,DOWN
YY1AP1,2.5355375276856353,0.014400245767800782,0.01943328435793344,True,0.15627345842464102,UP
CTD-2616J11.4,2.5353724013116175,0.014406245089287275,0.01943979487825283,True,0.5792748607338734,UP
CUEDC2,-2.535203879859255,0.014412370100719083,0.019446473928918385,True,-0.1756854671655823,DOWN
LAMA5,2.532614142704328,0.014506793602592568,0.019572282488371038,True,0.35215787311646274,UP
KIAA0196,2.5320532671571425,0.014527317367456674,0.019598374579629048,True,0.13960775042668416,UP
NXPE3,-2.531913444900138,0.014532437899947521,0.019603684064788563,True,-0.32706918843995236,DOWN
SPDYE3,2.5315742167930537,0.014544867832443333,0.01961885197193665,True,0.22391506859186805,UP
GCDH,2.5312582461128357,0.01455645425512591,0.01963287973025664,True,0.18274105154910103,UP
PLP1,-2.5307746852455706,0.014574202322789232,0.01965521498455721,True,-0.831515345141487,DOWN
OVOL2,2.5306280584407452,0.01457958782767815,0.019660875426598338,True,0.37176224565356275,UP
CHST6,2.5305264165533057,0.01458332212704769,0.01966391495504657,True,0.9208502173351834,UP
C6orf164,-2.530502013408984,0.014584218822204682,0.01966391495504657,True,-0.44225240600893256,DOWN
ZNF345,-2.5302634347840764,0.014592988047581494,0.019674135205935122,True,-0.33176089654948004,DOWN
XRCC1,2.528771206172775,0.014647945304629404,0.01974661900636303,True,0.18254969620021733,UP
ATP5D,2.5283071465242712,0.014665074417556155,0.019768099742420286,True,0.18529386964282857,UP
HUNK,-2.527796195975225,0.014683955376471552,0.01979193822433579,True,-0.5959061616891121,DOWN
MAPK8IP1,-2.5270814883345545,0.014710402721328572,0.019825970432093616,True,-0.43019584678276335,DOWN
ALS2CR11,2.526936560550004,0.014715770961637174,0.019831590010612285,True,0.6036596326183212,UP
MXRA7,-2.5268093614184135,0.014720483984000325,0.01983632574648032,True,-0.31862782694643244,DOWN
RALBP1,2.526684268155065,0.01472512031556233,0.01984095737608753,True,0.19196210440714268,UP
ZNF585B,-2.526593538492219,0.014728483858433629,0.0198438734069857,True,-0.32078307046099397,DOWN
MROH6,2.5263890284785195,0.014736068040749948,0.019852475021106417,True,0.4096042411398235,UP
SRSF4,-2.5261874661092247,0.014743546379692128,0.01986093265363998,True,-0.14941123587157001,DOWN
C17orf80,2.525429828341197,0.014771686974959586,0.01989722063019672,True,0.1996086633436276,UP
RPS17L,2.5243375329637976,0.014812343429349822,0.019950359983604102,True,0.22784315332810223,UP
RFFL,2.524193426550942,0.014817714808525976,0.019955970004644875,True,0.22588085747587705,UP
LUZP1,-2.52413211416783,0.014820000683984485,0.019957424004275054,True,-0.2576437049561848,DOWN
DPY19L2,-2.5235235134906486,0.01484270816782555,0.019986376384526227,True,-0.536444629953996,DOWN
VPREB3,2.522904817547037,0.014865824681335448,0.020015874784561766,True,0.9292764235203776,UP
ENDOU,-2.5227687534246046,0.014870912865304495,0.020021096375332642,True,-0.6932534130762251,DOWN
GBE1,-2.5225754085803356,0.01487814580854062,0.02002920442655041,True,-0.210390593318051,DOWN
AMPD2,2.5224687329719573,0.01488213786148307,0.0200313650995535,True,0.21078345249699915,UP
C4orf48,2.5224678142722397,0.014882172245615692,0.0200313650995535,True,0.3394199253071246,UP
TUBA4A,2.5221647108119054,0.01489352042183737,0.020045008979036792,True,0.4356868853535172,UP
LRRC37A,-2.521675269910637,0.014911861641592934,0.02006806172605784,True,-0.26847310477205255,DOWN
SPACA4,-2.520827682717401,0.014943672462115315,0.02010923634694574,True,-0.5973759977338582,DOWN
ZNF32,-2.520295096345216,0.014963692469177838,0.02013453902915967,True,-0.22999915311845776,DOWN
GATSL3,-2.519447937143984,0.014995587469758497,0.020175814807445257,True,-0.315289508650908,DOWN
GHR,-2.5193179806884194,0.015000485700594784,0.02018076401986833,True,-0.5883159765512422,DOWN
PLEKHH3,2.5191139884749525,0.015008177365161007,0.020188121887926028,True,0.20842971355807016,UP
VGLL1,-2.5191082115923025,0.015008395238530684,0.020188121887926028,True,-0.7776468241003371,DOWN
DEF8,-2.5189727473451886,0.015013505054089306,0.020193353476945577,True,-0.1996077403442147,DOWN
RAB7A,2.5174187662205556,0.015072235435349754,0.02027069868947014,True,0.15862746144972384,UP
GP1BB,2.516672481538793,0.015100514161322035,0.020307080126723,True,0.47514790606794577,UP
RP11-159D12.5,2.515872886566361,0.01513086636235937,0.020346243820321505,True,0.3403549622348807,UP
ADAMTS16,2.5151128904898266,0.015159766698641053,0.020383449006827814,True,0.8923608540721863,UP
NPIPB4,-2.5147887451377087,0.015172108184290194,0.020398385333096153,True,-0.28058590174808984,DOWN
UBE2F,2.514473666501202,0.015184113198315613,0.020412866894136003,True,0.18705771136831828,UP
IL2RA,2.514399581991458,0.015186937190747932,0.020415004535336737,True,0.6360696452192007,UP
SNX4,-2.513319379098578,0.015228167081474125,0.02046876467324636,True,-0.18058928549318054,DOWN
PPARA,2.512868502146871,0.015245406458048965,0.020490272124160856,True,0.23215759748697984,UP
NPHP3,-2.5126065839265532,0.015255429082707123,0.02050207734330187,True,-0.25235750731055706,DOWN
COL18A1,2.512027227533111,0.015277620102846728,0.02053023266744632,True,0.38392177886791146,UP
TRMT10A,2.5113350327218327,0.015304171538276184,0.02056424251610326,True,0.2664632902645545,UP
PPP1R18,-2.5094196845228653,0.015377859321466163,0.02066157889180264,True,-0.279607881322379,DOWN
BRF2,2.5088364438350093,0.015400361720969575,0.020690132738403706,True,0.2625484928387962,UP
MRPL39,2.5074598245567348,0.015453592426562973,0.020759961570110782,True,0.18902090942861527,UP
KCTD20,-2.5066511599986816,0.015484939342808986,0.020800383326035125,True,-0.1352938751498769,DOWN
NEMF,-2.5059772449247566,0.015511106877652416,0.020833841799866797,True,-0.14019511540833562,DOWN
AAK1,2.5050892028999128,0.015545649984610922,0.02087854363141389,True,0.2735164777291539,UP
PRPF18,-2.504151880361085,0.015582185632197553,0.02092591406531725,True,-0.12000069182015416,DOWN
SCG2,2.5035997754961046,0.01560374238503412,0.020953162710850542,True,0.6882017376456844,UP
FOXA1,-2.503544242927298,0.01560591213121717,0.020954375605501386,True,-0.7990344588546794,DOWN
CDC42BPB,-2.5031285801895016,0.015622161423430932,0.020974491661986915,True,-0.2335291428237074,DOWN
CHURC1,-2.503025892990854,0.01562617808309123,0.020978182114958163,True,-0.18647028572768498,DOWN
NDP,2.502985950635957,0.015627740700514963,0.020978577678703453,True,0.5355978946467923,UP
LGALS1,-2.5028382285294044,0.01563352108788822,0.020984634625921674,True,-0.4015685682433503,DOWN
UVSSA,-2.5026786597708686,0.01563976721330234,0.020991315692714143,True,-0.27842615833982975,DOWN
EYA3,2.502582601339204,0.015643528394440255,0.02099466071431003,True,0.2098022422450576,UP
TEP1,-2.5022172544741443,0.015657841090026194,0.021012164882349204,True,-0.19332998277201696,DOWN
ADPRHL1,2.5021760560344584,0.01565945580938397,0.021012627442518878,True,0.37272548949378326,UP
METRN,-2.501837860654018,0.015672716642924526,0.02102649195795449,True,-0.4545123284890664,DOWN
TES,-2.5018153208029688,0.015673600804923103,0.02102649195795449,True,-0.2801966941158298,DOWN
HSFX2,-2.5018437856107725,0.015672484234444922,0.02102649195795449,True,-0.7819240725916878,DOWN
ABCG4,2.501660343978753,0.015679681244601347,0.0210329435861788,True,0.5459105338337267,UP
GPR61,2.501392201252443,0.015690206741731116,0.021045356347137518,True,0.43045046850027413,UP
RPS6,-2.501286133119503,0.0156943720369197,0.021049236815080776,True,-0.2590196164553902,DOWN
SOCS4,-2.5003366459635217,0.015731703047316636,0.02109759478948316,True,-0.16293685044722128,DOWN
U2AF1,2.500252356495905,0.015735020943571158,0.021100334050201393,True,0.1741176040072272,UP
MXRA8,-2.500070583646123,0.01574217824775067,0.021108221015401153,True,-0.4309805582306705,DOWN
INPP1,-2.49927881762642,0.015773388446158634,0.021148355902892595,True,-0.43568570043426114,DOWN
EIF3C,2.4970935160320975,0.0158598207743288,0.021262518005937116,True,0.15882348910124477,UP
EXOC4,2.49692121773617,0.015866653672909677,0.021269955033081395,True,0.1411772429936562,UP
TRMT2B,2.4961577650683244,0.015896962300273446,0.02130885856420839,True,0.22470633166961473,UP
CLIC1,-2.4958204071541794,0.015910371912083533,0.02132510558047813,True,-0.18313733435857316,DOWN
C2orf15,2.49514168386768,0.015937381473496135,0.02135957687152641,True,0.5360430782598522,UP
TBK1,-2.4950806443998257,0.015939812552445757,0.021361104704375106,True,-0.15509376892992854,DOWN
PELI3,-2.4947322534780985,0.015953694690911308,0.021377976728041433,True,-0.2223473318708109,DOWN
FAM156B,-2.494431034593924,0.015965706016793427,0.021392339330081573,True,-0.20902286492697186,DOWN
PILRB,2.4932643867416506,0.016012304290188368,0.02145303866557345,True,0.3374513855693344,UP
AL021546.6,2.4923831926194415,0.016047582573283033,0.02149856305060468,True,0.8416074009217944,UP
ATP6V0B,-2.4923029952901974,0.01605079673554498,0.02150112800498678,True,-0.22882354718120368,DOWN
FAM182B,-2.492236049371054,0.016053480251928126,0.021502981765556255,True,-0.5688095502971038,DOWN
TNFRSF6B,2.4910484261183123,0.016101153517192657,0.021565092280575772,True,0.7943026388951386,UP
TTC32,2.490866112221989,0.01610848325307825,0.021573162977349816,True,0.25607794879297074,UP
XAGE1B,-2.489674022217033,0.01615648446631087,0.021635696923926615,True,-1.147302999596267,DOWN
ARMCX2,-2.489403326848205,0.016167402428978312,0.021648565327569293,True,-0.37725207661992854,DOWN
ACO2,2.4889120286463373,0.01618723503460387,0.0216733676173441,True,0.16725487796363403,UP
ADAR,2.487975427346337,0.01622510455178156,0.021722313870304735,True,0.20431397873423585,UP
BACH1,-2.4878811098294733,0.016228922524771042,0.021725667381854268,True,-0.2517664134925486,DOWN
ALDH9A1,-2.487622680891904,0.016239387895172198,0.021737918505309387,True,-0.22666809324303827,DOWN
BPIFA2,-2.485855644463902,0.01631110986002444,0.021832158614521834,True,-0.6345390543000811,DOWN
ZNF230,-2.485017504533772,0.01634522912942621,0.021876056944374424,True,-0.22962936529626177,DOWN
BAD,-2.484275050485191,0.016375507123515216,0.021914807519094012,True,-0.16097996812722748,DOWN
EMC7,-2.4833959864956223,0.016411421821374735,0.021961094632371805,True,-0.179607555069758,DOWN
EXTL2,-2.482765591206822,0.016437220875297677,0.021993839011872223,True,-0.2158843859675903,DOWN
ZNF114,2.4823279486663408,0.016455153060119472,0.022016052675050676,True,0.7240162023792656,UP
SMC5,-2.482118598470771,0.01646373733736648,0.02202575679200521,True,-0.2405867580406369,DOWN
ATP13A2,2.481753694782354,0.01647870967778926,0.02204400482042556,True,0.2701964261048815,UP
SLC10A4,-2.481478389549163,0.016490013861890928,0.022057343305439844,True,-0.6558340727602281,DOWN
SH3D21,2.481412444750596,0.016492722632889954,0.022059183181985798,True,0.2925552416346173,UP
PHF8,2.481371577177148,0.016494401525297256,0.02205964539940531,True,0.20764593119992547,UP
RBM41,2.480348383557166,0.016536486063588002,0.02211414176544322,True,0.21390994179402867,UP
SUGP2,2.4782542511563217,0.01662292192333254,0.02222793528016947,True,0.23823752596049808,UP
RABGGTB,-2.4780050781501406,0.01663323376378839,0.02223992667058986,True,-0.18058847081344354,DOWN
CFDP1,-2.4773472356825037,0.016660485895745855,0.022274564779403247,True,-0.19078505987449113,DOWN
COLGALT2,-2.476593317504686,0.016691767769062466,0.02231458449734474,True,-0.647963914753336,DOWN
CDC16,-2.4762727344903253,0.016705085616423983,0.02233058427112667,True,-0.1754923127783119,DOWN
ANKRD33B,-2.475349098501548,0.016743509589592896,0.022380139453854777,True,-0.6418810787887437,DOWN
RAB2A,2.474563246388687,0.016776264557188288,0.022422109790668086,True,0.14411760279934782,UP
KTI12,2.474507220022597,0.016778601993899127,0.02242342245468991,True,0.17726389952737698,UP
NLGN4X,-2.4740958350208095,0.016795774121043716,0.022444558826643105,True,-0.6472520128160859,DOWN
MLXIP,-2.473808105999585,0.01680779401473616,0.02245880729880551,True,-0.23333171898725702,DOWN
OS9,-2.473399355225323,0.016824882971600716,0.022479826275146074,True,-0.16352892027180488,DOWN
CHRFAM7A,-2.4727478939327505,0.016852151587439308,0.02251444186161041,True,-0.4851179714098546,DOWN
ZNF501,-2.4718340846558124,0.01689046880146964,0.02256381157208843,True,-0.40103027016882287,DOWN
ECM1,2.4700903910500633,0.01696380276191248,0.022659948061992733,True,0.36039728436360186,UP
NPIPB5,-2.469172290851833,0.01700253056400633,0.02270984646657663,True,-0.2935292407595007,DOWN
CASP6,2.4682588029457317,0.01704114310603883,0.022759582877737522,True,0.21960884983025153,UP
NAA16,-2.466244706238549,0.01712655782216069,0.022871813638521966,True,-0.2078440143821929,DOWN
WDR34,2.466150605496216,0.017130557932551742,0.022875309200489795,True,0.23725517301186727,UP
ATP5I,2.4651959330334114,0.017171187678069466,0.02292771367392941,True,0.18039212636286095,UP
CACNB3,2.464015397509998,0.01722155029609837,0.022993104393878916,True,0.2343112628474362,UP
PEX3,-2.4636070469199085,0.01723900191122941,0.023014547455925977,True,-0.19117577191669177,DOWN
TMEM184C,-2.4628518105948847,0.01727132043569641,0.023053973102750872,True,-0.17941130765698432,DOWN
TMEFF1,2.4628585308649398,0.017271032616672326,0.023053973102750872,True,0.9466229125776895,UP
ATP6V0A4,-2.462061223844205,0.017305210329019546,0.023097346312812874,True,-0.7476996098954243,DOWN
CHCHD4,-2.4613455814242418,0.017335939391387716,0.02313462794245118,True,-0.12902293245750762,DOWN
SERPINB8,-2.4613652594602,0.017335093775032163,0.02313462794245118,True,-0.31764661962152374,DOWN
HIP1R,2.4610909447790474,0.017346885151246053,0.023147367918974593,True,0.2439190638208153,UP
BMP1,2.4605062863936045,0.01737204078586543,0.023179065709850285,True,0.34470526780325805,UP
WT1,2.4603013438003756,0.017380866485639378,0.023188971534949077,True,0.9637645380553823,UP
ZNF57,2.4602112047413858,0.017384749539158504,0.023192281980759347,True,0.25822464187184124,UP
ZNF195,2.459867123014624,0.017399579261933147,0.023210194218228165,True,0.20234926856871915,UP
C19orf12,2.45937849011745,0.017420658691084293,0.023236439700418384,True,0.26255065366295405,UP
FAM115A,-2.458904772886084,0.01744111668158056,0.023261852115820263,True,-0.298824687399744,DOWN
GLI2,2.4586395240708683,0.017452581212189518,0.023275266496507782,True,0.581984014009314,UP
AP5Z1,2.457685284748524,0.0174938814573347,0.023328465278601,True,0.20588553045950775,UP
C4orf36,-2.4561543544278623,0.017560325767940105,0.02341518293283116,True,-0.20803420389163207,DOWN
CITED4,2.456034128668636,0.017565553355985218,0.02342026595815742,True,0.5368659905723341,UP
GPR137C,-2.4559751818445408,0.017568116961596797,0.0234217965454971,True,-0.44231637596716933,DOWN
ZNF324B,2.455724088978433,0.017579040810302995,0.023432583806514907,True,0.21235733430149573,UP
FDCSP,2.4557321422051626,0.017578690357778887,0.023432583806514907,True,1.772125242627153,UP
GLI3,2.4520693935392908,0.017738734878828277,0.02364176075992909,True,0.43295032598196315,UP
CAPN6,-2.4520673967022137,0.017738822488592307,0.02364176075992909,True,-0.9613117351795979,DOWN
CYP7B1,-2.4514636521129254,0.01776532925881092,0.023675181038020673,True,-0.3996122837503968,DOWN
OGFRL1,-2.450320336950815,0.01781562328315301,0.023740293751592024,True,-0.3007779314961585,DOWN
ARHGEF7,-2.4481371590087337,0.01791201761639242,0.023866822216575066,True,-0.26352876163090144,DOWN
ZNF335,2.447222211354544,0.01795255526697189,0.023918910202291022,True,0.16548788092641864,UP
PRSS12,-2.4461753157510246,0.017999040536723993,0.02397891341332623,True,-0.7086035653706766,DOWN
ZKSCAN4,2.445540750732832,0.018027269941963957,0.02401458785747131,True,0.2592342655012718,UP
COG8,-2.445293075169832,0.01803829892758767,0.02402734528274197,True,-0.16195781018892497,DOWN
ITM2C,2.4449426664657055,0.018053913015729485,0.02404620760306266,True,0.3917642649691544,UP
TMEM214,2.4442023953547345,0.018086939331013407,0.02408825655893237,True,0.15607826061995844,UP
ANKRD46,-2.4425945936760094,0.018158857293138136,0.024182090624192725,True,-0.1698055561489511,DOWN
KLHDC8B,-2.4425143527995568,0.018162453265570113,0.024184932738741047,True,-0.33490302474925215,DOWN
RBFA,2.4415493086630753,0.018205751791604018,0.024240637646232775,True,0.18509941440251865,UP
ZNF17,-2.441457103694269,0.018209893610083072,0.024244201318003093,True,-0.1925371267561351,DOWN
TPST2,-2.4390362563801697,0.018318941824714424,0.024387422955415204,True,-0.23117783984402251,DOWN
PRDM8,-2.438539104408979,0.018341409020688357,0.024415368271565603,True,-0.4253189936040114,DOWN
ZNF813,2.438018952440186,0.018364942222149228,0.024444728002048187,True,0.3374570367332108,UP
TMEM136,-2.437048088885084,0.0184089397818234,0.02450131998151944,True,-0.29549739058472646,DOWN
LYAR,2.4359627336684464,0.01845823835677923,0.024564957658696297,True,0.19823452131137564,UP
ELAC2,2.4356710760911624,0.018471506184633463,0.024580637804613583,True,0.1307824462780367,UP
SUMO3,2.4347098738856747,0.018515293221310323,0.02463692507210707,True,0.14803965980852318,UP
IRF2BP1,2.4344772453777077,0.01852590453745912,0.024649062370105442,True,0.1950921059297066,UP
AC069368.3,-2.434255857061296,0.018536008224475344,0.024660522360400818,True,-0.6646999587177005,DOWN
RP11-1407O15.2,2.433367722598439,0.018576590721699447,0.024712526613372785,True,0.19255004726325442,UP
TRPC4AP,-2.433013388638506,0.018592804026276725,0.024732106658204567,True,-0.1315684406448785,DOWN
RP4-583P15.15,2.432867073351503,0.018599502713457564,0.024739028249389453,True,0.30351144531581653,UP
CORO6,2.4302738291346717,0.018718589515767093,0.024895423114016605,True,0.4649011458559773,UP
IMP3,2.429866949739801,0.018737336437853604,0.02491835313594469,True,0.21137332491849214,UP
RDH10,2.4297797941305808,0.018741354322084146,0.024921693237331795,True,0.46314044598202386,UP
TCEB2,2.4294035468245374,0.018758708279735335,0.0249427652887745,True,0.1684313110319735,UP
RGP1,-2.4286860767051865,0.01879184086693974,0.02498481253162311,True,-0.30274771511157983,DOWN
ZNF680,2.4285912610843394,0.01879622337022665,0.02498863123024507,True,0.30274475157073066,UP
PRPS1,2.4282493974144566,0.018812032407406584,0.025007639095335203,True,0.15921508742976265,UP
FAM106A,-2.427331907342663,0.018854519767116263,0.025062105691888697,True,-0.4808904899134434,DOWN
KCNK7,2.4252241831045325,0.01895245236687692,0.025190257423680803,True,0.6246972915762239,UP
PRDM11,2.4250919470392835,0.018958611787060816,0.025196419954769154,True,0.2976459675787311,UP
ZCCHC14,-2.424587112651359,0.01898214303888835,0.025225667195052832,True,-0.23096811527813443,DOWN
ETFB,2.4244903657964048,0.018986655588852697,0.025229637516469994,True,0.27333389006991204,UP
KCNN3,-2.4240665844750313,0.019006433348919657,0.025253890118685812,True,-0.5399530636440195,DOWN
ROBO3,-2.4228303203843025,0.019064235520666575,0.02532865788881623,True,-0.4144961933507103,DOWN
SAMD13,-2.4227875333580458,0.019066238881665205,0.02532928555461304,True,-0.46817854449497087,DOWN
TEX9,-2.4225667242716304,0.019076580550919427,0.025338955139287245,True,-0.4806151368362297,DOWN
PAIP2B,-2.4225669717333225,0.019076568958139414,0.025338955139287245,True,-0.30473523719093354,DOWN
KLHDC3,2.4216776844843535,0.019118270166203464,0.025392291876040484,True,0.16862638175205902,UP
PIGZ,2.421402927185095,0.019131170905744985,0.025407386629920595,True,0.3135303176343891,UP
GRIN3A,-2.4211268686304006,0.01914414063722905,0.02542257057893528,True,-0.35251617852078,DOWN
TTC33,-2.4201735456229967,0.01918899038064588,0.025480083936419425,True,-0.20921552781500186,DOWN
PAPPA-AS1,2.4180055465471115,0.019291337785729362,0.025613930155275844,True,0.7534745150947328,UP
ZFP90,-2.417356378352435,0.019322079327154573,0.025652688370066797,True,-0.20980156873429312,DOWN
GOPC,2.416977829734784,0.019340025950197078,0.02567445473369258,True,0.1721549507589053,UP
MAP3K4,2.4150575072919445,0.01943129789131832,0.025793551316741145,True,0.18843375756160619,UP
C2orf43,2.4136043237602296,0.019500624436623128,0.025883500305168845,True,0.38313775153619467,UP
MYOT,-2.412612716275939,0.019548058401039826,0.025944378809979456,True,-0.576775534377663,DOWN
NPTN,-2.4112825204181934,0.019611851922229265,0.026026958374370992,True,-0.15137276601984695,DOWN
EIF4H,2.4101892129201796,0.019664424925809408,0.02609463509765132,True,0.1245096661772056,UP
SLC38A6,-2.4093044298800237,0.019707063561009774,0.02614911914483172,True,-0.24392012661815876,DOWN
RP11-295K3.1,-2.4089750276851474,0.01972295903591151,0.026168112048849716,True,-0.4380529671844977,DOWN
SPINK2,2.408511959606889,0.019745324129944987,0.026195685007612844,True,0.7652923929954976,UP
SCAMP1,2.408395323554998,0.01975096097100231,0.02620106232081729,True,0.1809732013535026,UP
CEP68,2.407706623128323,0.019784274319385092,0.026243150694638527,True,0.20431376111377553,UP
CHMP1B,-2.4067460118272885,0.01983082476162434,0.026302789456555613,True,-0.1923552152658825,DOWN
EBF4,-2.4061725993497007,0.019858658791042625,0.026337595967759538,True,-0.36980064221967623,DOWN
CTD-2368P22.1,-2.4059115451035087,0.01987134226633126,0.026352305049410926,True,-0.3529257762926381,DOWN
CISD3,-2.405118622619894,0.019909911555259317,0.02640133739534867,True,-0.19333360115997955,DOWN
ZKSCAN3,-2.4048357061650956,0.01992368944703953,0.02641749013473866,True,-0.3190798179677392,DOWN
ABHD1,2.4046935649298065,0.019930614890353464,0.026424555121475925,True,0.5391531821929241,UP
KATNA1,2.4028865987757357,0.020018843236026634,0.02653849944502748,True,0.14353315786660303,UP
PYURF,-2.4028677587893155,0.02001976497874814,0.02653849944502748,True,-0.21803927798169376,DOWN
NPTXR,2.401905205315889,0.020066908527180818,0.026598862488560058,True,0.46391514030670145,UP
C15orf62,2.401203227596753,0.020101352611056535,0.02664238395817755,True,0.38645254448933475,UP
CXorf30,-2.4005292119662496,0.020134474677591864,0.02668414639064061,True,-0.817438594578014,DOWN
FGFR1OP2,-2.399920444035792,0.020164432537453883,0.026721708957322746,True,-0.2011786200727279,DOWN
TEX29,2.3993492922295587,0.020192575705452402,0.02675686088793128,True,0.40526084203222057,UP
LY6H,-2.3982375356287586,0.02024745811712607,0.02682743609736933,True,-0.9013379067718525,DOWN
LDB1,2.3970967392339197,0.020303913414503827,0.026900083875958186,True,0.16902150459090493,UP
MSL3,-2.3969352271045334,0.02031191768628957,0.02690853375928104,True,-0.16921677449942152,DOWN
AGBL2,-2.396877699479747,0.020314769344221044,0.026910156829474553,True,-0.5073154383572422,DOWN
IL21R,-2.396151359901386,0.020350805127740252,0.026955733795409692,True,-0.4801771341554204,DOWN
RAI1,2.3958586300746476,0.02036534452343571,0.026972832624098927,True,0.2631408889716216,UP
ZNF823,-2.39524286467072,0.020395959020545813,0.027011217641473663,True,-0.22410271434612827,DOWN
ZNF284,2.3951088183700042,0.020402628984886824,0.027017888310785377,True,0.22136683612533314,UP
CCDC136,2.39336360778114,0.0204896473556759,0.02713094961982055,True,0.44120481880565254,UP
SMAD2,2.3915601762826144,0.020579918835908432,0.02724830002721711,True,0.21352905124542865,UP
PLEKHA3,-2.3910518004861094,0.020605430251375813,0.02727989465543833,True,-0.1748974932772427,DOWN
PET100,-2.389078247479815,0.020704736860342042,0.02740917517637695,True,-0.21470600547826102,DOWN
CSNK2A2,2.388916527945772,0.02071289339780944,0.02741777912367047,True,0.1670588403386457,UP
FOCAD,-2.388743258321841,0.02072163568116131,0.027427156987585112,True,-0.3001935465438059,DOWN
