gene,log2FC,p_adj,category
FGR,-2.848430324702197,6.174520787841082e-21,Downregulated
TBX4,-3.671748780305703,6.214270693601899e-21,Downregulated
SKP2,2.3582262527704687,6.245640301445376e-21,Upregulated
NXF3,-3.674225686668567,6.288466518492669e-21,Downregulated
TRAK2,-1.355486966573209,6.314742337042665e-21,Downregulated
SNX25,-2.160785774343037,6.352929084210163e-21,Downregulated
ECE2,2.9560707790959317,6.366436660729396e-21,Upregulated
GMFG,-2.5615677231999463,6.467435456162082e-21,Downregulated
LDB3,-2.735523572558925,6.467435456162082e-21,Downregulated
MSRA,-1.7282309801438291,6.5095421206633404e-21,Downregulated
ARHGAP6,-3.1298015818436404,6.577510072907211e-21,Downregulated
C5orf34,2.1006139818063403,6.5989629807389335e-21,Upregulated
RARA,-1.53529253715379,6.704451548408977e-21,Downregulated
UCN2,3.74867995666404,6.827684050236765e-21,Upregulated
DUSP9,5.026195832833096,6.946002264572562e-21,Upregulated
ADH1B,-6.75946994400459,6.946002264572562e-21,Downregulated
RHOA,-1.0184312580228507,7.020148288527613e-21,Downregulated
CENPO,1.6992235289998012,7.020148288527613e-21,Upregulated
DRAM1,-2.653141779881798,7.020148288527613e-21,Downregulated
SNX22,-2.909551490347752,7.03779031124964e-21,Downregulated
SERPINB5,6.460621660548512,7.073384122509089e-21,Upregulated
RAD54B,2.159961194523184,7.16608775242598e-21,Upregulated
SCARF1,-2.4764654098482666,7.343834924729124e-21,Downregulated
CENPN,2.3117645656270334,7.41592977125648e-21,Upregulated
GIMAP5,-3.004906696873673,7.419812839137663e-21,Downregulated
PSMD2,1.4598037641901325,7.66744407158782e-21,Upregulated
SEC14L6,-4.486042691393283,8.086042940817963e-21,Downregulated
KLF9,-2.207456876274013,8.128885835376597e-21,Downregulated
ESYT3,-3.187850200614064,8.185693588847904e-21,Downregulated
SLC24A4,-2.5991377556438837,8.421825704016136e-21,Downregulated
ATAD2,2.080798642944523,8.425234936885379e-21,Upregulated
KLF2,-3.3576403893419675,8.569489638037474e-21,Downregulated
JUP,1.8937255879728383,8.609995314654624e-21,Upregulated
RNF146,-1.0388235597123945,8.692984167606722e-21,Downregulated
CRY2,-1.7427411218631814,8.692984167606722e-21,Downregulated
C10orf128,-2.836091193219421,8.745060577033788e-21,Downregulated
DSCC1,2.296088803924433,9.115822813997988e-21,Upregulated
RPS6KA2,-2.738622095854467,9.397892119494904e-21,Downregulated
NUDT1,1.7305881834719423,9.924807138448308e-21,Upregulated
ZNF366,-2.6691031753915926,9.924807138448308e-21,Downregulated
TNS4,4.688837470154431,9.924807138448308e-21,Upregulated
TMEM125,-3.9784598790895176,9.961315463534431e-21,Downregulated
KNSTRN,1.7080401317763112,1.00337442497104e-20,Upregulated
CLEC1B,-3.185197695117449,1.0260154506625472e-20,Downregulated
ATP1A2,-3.790691349326543,1.0260154506625472e-20,Downregulated
CASQ2,-3.498656414084384,1.0493925211409744e-20,Downregulated
MMP11,5.124291965036694,1.065192231182517e-20,Upregulated
F10,-3.0319654053023357,1.0795003698581406e-20,Downregulated
PRKCE,-2.378617392684804,1.0923568262985007e-20,Downregulated
SCN1A,-4.142295282814626,1.097701315220406e-20,Downregulated
C1orf162,-3.101566156759185,1.1217345338524944e-20,Downregulated
RNASE4,-2.4472547418952564,1.1327127498880455e-20,Downregulated
TRPV2,-2.3790157813001294,1.1340792179799635e-20,Downregulated
ICAM2,-2.7500025531907983,1.1478342423286078e-20,Downregulated
BTNL9,-4.742973811436146,1.1517518820257503e-20,Downregulated
RAET1L,5.817438555878361,1.1661604957692712e-20,Upregulated
GRK5,-2.844905922090307,1.1661604957692712e-20,Downregulated
GANC,-1.4164677083412205,1.1827813157873162e-20,Downregulated
CFD,-3.4374557879972354,1.1945823617896115e-20,Downregulated
ADCY4,-2.6974676337950187,1.2003270897793423e-20,Downregulated
CX3CR1,-3.41227257004161,1.2003270897793423e-20,Downregulated
ABCA6,-2.5464721702671893,1.2018565014826768e-20,Downregulated
FCN1,-3.5700001503505536,1.2140454275688024e-20,Downregulated
RETN,-5.546591272527208,1.2140454275688024e-20,Downregulated
FAM83F,4.357890613149234,1.2269903005968684e-20,Upregulated
ARTN,4.198684142505827,1.2597555827187566e-20,Upregulated
MUSK,-2.9930645968791088,1.2597555827187566e-20,Downregulated
FAM189A2,-4.673373652943759,1.2597555827187566e-20,Downregulated
MFNG,-2.4762771613440933,1.2678665801314585e-20,Downregulated
ZWILCH,1.6437280121498876,1.3017427411598892e-20,Upregulated
PAICS,1.9496084663407576,1.308871237242337e-20,Upregulated
CALCRL,-2.6764703746199734,1.3103395930650695e-20,Downregulated
TNFSF12,-2.209997996282455,1.328135209884554e-20,Downregulated
RXRG,-4.075518269336705,1.328135209884554e-20,Downregulated
GJB3,4.524706381236878,1.3428872909863144e-20,Upregulated
RAD51AP1,2.91534597663707,1.3914481284988394e-20,Upregulated
NECAB1,-3.392681179187409,1.4015038641762682e-20,Downregulated
AGTR1,-3.6252754684162056,1.4028504467283183e-20,Downregulated
ZBTB16,-4.524319648749672,1.4197294591808538e-20,Downregulated
FMO2,-4.02664077546781,1.4401330059049778e-20,Downregulated
ACKR4,-3.315629217852049,1.4539153246065005e-20,Downregulated
ARHGEF3,-1.4952901060053063,1.4539153246065005e-20,Downregulated
SYT15,-3.958605701059724,1.4713956771268163e-20,Downregulated
ESCO2,3.081934928039205,1.5142628841014212e-20,Upregulated
RILP,-2.021180010894377,1.5323475284096057e-20,Downregulated
KIF20A,3.6844617517099474,1.5500482691209844e-20,Upregulated
DSG3,7.375588171401755,1.5500482691209844e-20,Upregulated
PSAT1,4.214311368222896,1.5500482691209844e-20,Upregulated
C16orf59,3.571515548816219,1.557025822378825e-20,Upregulated
PKNOX2,-2.9792676443869466,1.559273048210076e-20,Downregulated
ARHGAP18,-2.2115631276120675,1.5700312348297672e-20,Downregulated
ANXA3,-2.788825641734473,1.590322909090101e-20,Downregulated
RGN,-3.451974101963033,1.5988799896527446e-20,Downregulated
BCL2L12,1.3943110513316626,1.6297750055378842e-20,Upregulated
EIF4E3,-1.8145111279872213,1.6351613529144624e-20,Downregulated
LRRN3,-3.8796896208717655,1.6499285520171682e-20,Downregulated
MMRN2,-2.24215771787924,1.7478054028325458e-20,Downregulated
MARC2,-2.0474497424416427,1.752817245576357e-20,Downregulated
TM6SF1,-1.877255730765917,1.7855658017992354e-20,Downregulated
INPP5K,-1.2709817842018332,1.7894966646483614e-20,Downregulated
AMICA1,-3.239208535134652,1.7894966646483614e-20,Downregulated
SEMA3G,-3.298040894226326,1.8586328481690926e-20,Downregulated
RAB37,-2.627020255391012,1.9297499845896554e-20,Downregulated
ADRA1A,-4.14498282174323,1.973000295497575e-20,Downregulated
PRKDC,1.4117640481546443,1.9744117537697223e-20,Upregulated
ENG,-2.4192156340485718,1.989311720991609e-20,Downregulated
RAP1A,-1.010587336681592,2.019813454840044e-20,Downregulated
UNG,1.459804082445725,2.0482776911592e-20,Upregulated
SLC9A3R2,-2.48215662100687,2.062732092536786e-20,Downregulated
PITX1,5.785764963313706,2.082196832574451e-20,Upregulated
VSIG2,-5.122780139385584,2.0946227912988084e-20,Downregulated
ARHGEF39,2.969035711512065,2.0946227912988084e-20,Upregulated
GID8,1.0876467445982634,2.097242656245872e-20,Upregulated
PARPBP,2.6836776115925307,2.106878018555004e-20,Upregulated
SORBS1,-2.88606039092526,2.142929756100909e-20,Downregulated
CHAF1A,1.7601955440473942,2.155743354145525e-20,Upregulated
TSPAN12,-3.247462827192612,2.218488973751274e-20,Downregulated
ASAH1,-1.966470567477339,2.2344507354263812e-20,Downregulated
TPI1,1.4258823314650773,2.2403518285802215e-20,Upregulated
FAM167B,-2.0668715722465345,2.261224762760285e-20,Downregulated
RPL39L,3.022544144654181,2.261224762760285e-20,Upregulated
SPN,-3.549397698000988,2.2855974407226142e-20,Downregulated
GNGT1,3.602456393279687,2.2927629130173994e-20,Upregulated
MYO7B,-2.983354478331607,2.2927629130173994e-20,Downregulated
ROR1,-3.194626784436533,2.3519437859736558e-20,Downregulated
VWF,-3.0190234414276667,2.3840352452714622e-20,Downregulated
TNS1,-3.043336152056609,2.5294222442242047e-20,Downregulated
ABCC6,-3.1093517108873536,2.5771880134388486e-20,Downregulated
TLR4,-2.568403540043416,2.5804012329574823e-20,Downregulated
CNRIP1,-2.182154077603239,2.7252580885134464e-20,Downregulated
NUP205,1.0947061940690652,2.740854885952168e-20,Upregulated
C1QTNF2,-2.6391338290454684,2.75566776201671e-20,Downregulated
GATA1,-2.537152850758409,2.7800254397649014e-20,Downregulated
ZWINT,2.92608492930101,2.869202117467881e-20,Upregulated
LOXHD1,-2.8341871837167294,2.891539999147303e-20,Downregulated
TARS,1.3890183115737589,2.898389497330969e-20,Upregulated
ARHGEF6,-2.317049255471078,2.900604291003557e-20,Downregulated
C1QTNF7,-4.036392560440131,2.9112182445249593e-20,Downregulated
LRRK2,-4.43161877995308,2.9417963759936023e-20,Downregulated
EGFL7,-2.27960679767388,2.9585006124586543e-20,Downregulated
NCAPD2,1.956077427215416,2.971449851476389e-20,Upregulated
RCC1,1.463724554407806,3.047652416097666e-20,Upregulated
SASH1,-2.091947441923283,3.1463090492640604e-20,Downregulated
POLE2,2.319816514408488,3.180520005376206e-20,Upregulated
EFNA4,1.6719578929206564,3.3026301839074116e-20,Upregulated
FCGRT,-1.6741185449384908,3.3354672465400686e-20,Downregulated
C12orf49,-1.2305888232723523,3.415598698717271e-20,Downregulated
OSCAR,-3.0972714077610943,3.430616616702707e-20,Downregulated
CSE1L,1.314508800971803,3.504700818054382e-20,Upregulated
C1orf74,2.0137650766396504,3.504700818054382e-20,Upregulated
GGCT,1.6419589810744242,3.6463788787268364e-20,Upregulated
RNF145,-1.3376471348627064,3.6463788787268364e-20,Downregulated
RASL12,-2.5917804627797087,3.72046944204923e-20,Downregulated
GMNN,1.6625483840774962,3.72046944204923e-20,Upregulated
ANGPTL7,-4.037845548131443,3.7328722007113657e-20,Downregulated
KAT2B,-1.9601983959956533,3.809625452242102e-20,Downregulated
DSG2,2.035098928578176,3.82770952274613e-20,Upregulated
FAM83D,3.4286339832676296,3.840034669391573e-20,Upregulated
RILPL2,-1.5237262120955926,4.031842967370258e-20,Downregulated
KIF18A,2.0153383646006557,4.0339839391292384e-20,Upregulated
CPM,-3.154901425010848,4.0947807180627676e-20,Downregulated
MTBP,2.05860847405168,4.131246975626434e-20,Upregulated
CKAP2,1.933720550465174,4.1968804529576965e-20,Upregulated
PDLIM2,-2.0729405151814664,4.1968804529576965e-20,Downregulated
C2orf91,-2.8431256591012293,4.20030601282359e-20,Downregulated
FZD4,-2.5233271831651765,4.251523592798256e-20,Downregulated
SOD3,-2.843728869168181,4.2653286391226094e-20,Downregulated
PCDH15,-3.354929683177332,4.305370244539559e-20,Downregulated
DNASE2B,-4.101682476643578,4.313574900142398e-20,Downregulated
DNAJC9,1.221765029777611,4.5510579085197465e-20,Upregulated
ELANE,-3.0171394672113023,4.594570759699837e-20,Downregulated
PPM1M,-1.5584327946510896,4.8435330080798574e-20,Downregulated
SGOL2,2.06295887903583,4.946362783372732e-20,Upregulated
CGNL1,-3.1521517140563637,4.973889189889848e-20,Downregulated
ZEB2,-2.206671871375983,4.9789036846077394e-20,Downregulated
TK1,3.231179657320101,4.9789036846077394e-20,Upregulated
PTPRN2,-2.7912211859632627,5.009308512815504e-20,Downregulated
TAPT1,-1.5519584282475645,5.009308512815504e-20,Downregulated
KIF1C,-1.7286287375403724,5.156674568327672e-20,Downregulated
PLA2G12B,-3.8490562371986496,5.200418238047189e-20,Downregulated
C10orf115,-3.506374667763598,5.345586426253609e-20,Downregulated
MAP3K3,-1.4901977772568706,5.524146906439331e-20,Downregulated
SFTPC,-10.205108957729928,5.710263318164892e-20,Downregulated
LILRA5,-2.999018055775576,5.72208326143333e-20,Downregulated
HSD17B4,-1.4250979845953733,5.738993553361904e-20,Downregulated
C2orf40,-5.079937311834682,5.767993878972624e-20,Downregulated
KRT16,7.258753841247513,5.767993878972624e-20,Upregulated
FGD5,-2.6258918130871267,5.83043723290031e-20,Downregulated
SLC46A2,-4.927046177012452,5.976338670855708e-20,Downregulated
FANCD2,1.9725704063943652,5.976422322960483e-20,Upregulated
LRRC2,-2.74233190205118,6.009083256431445e-20,Downregulated
ARNTL2,3.065898828398665,6.181112706023578e-20,Upregulated
KIAA0141,-1.0066673255750036,6.212697439599334e-20,Downregulated
CAPN9,-3.859004481441521,6.743112691120051e-20,Downregulated
AKAP2,-3.10902285467513,6.777193904125799e-20,Downregulated
EPB41L5,-1.7441159202934156,6.853326735188485e-20,Downregulated
CD55,-2.4496081740003426,6.897541019533351e-20,Downregulated
SIRPB1,-3.2862676841915075,6.911977514295103e-20,Downregulated
FGF10,-3.531222920449111,6.961668219540195e-20,Downregulated
ABI3BP,-3.6470645464625777,7.064007375894175e-20,Downregulated
CCDC34,2.1945012900052543,7.293683550280225e-20,Upregulated
ADRB1,-4.17413516673053,7.29868410230765e-20,Downregulated
BCL6B,-2.5578489224839185,7.370040708458274e-20,Downregulated
TRIM29,3.9445039475074406,7.370040708458274e-20,Upregulated
CD97,-2.6262741524460207,7.528071965749001e-20,Downregulated
DAPK2,-2.9572651566633663,7.531441048824583e-20,Downregulated
RAE1,1.1760772140993847,7.532233474458597e-20,Upregulated
JPH4,-3.2114878430049623,7.600384413008469e-20,Downregulated
FAM189B,1.189409051736236,7.72905026887283e-20,Upregulated
CHTF18,1.9111788191838928,7.72905026887283e-20,Upregulated
NRGN,-3.4717626458333006,7.779487296358478e-20,Downregulated
GJB5,5.055587047740075,7.827845260917409e-20,Upregulated
FAM162B,-3.437879055260945,7.827845260917409e-20,Downregulated
CCT3,1.2147064429745562,8.044438339532977e-20,Upregulated
DSC3,5.959456298210863,8.15995951264741e-20,Upregulated
ARRB2,-1.5850996404059767,8.243163541751764e-20,Downregulated
CYSTM1,-1.741372670321761,8.353462976712018e-20,Downregulated
ACADL,-4.533509428942166,8.353462976712018e-20,Downregulated
FERMT2,-2.1602002157744167,8.416862975175111e-20,Downregulated
MMRN1,-3.761158574090392,8.494301564494152e-20,Downregulated
CD81,-1.2262745009845126,8.526880570813944e-20,Downregulated
GABRA3,4.588814098230853,8.611253937671761e-20,Upregulated
HHIP,-5.092992582822917,8.919534569652575e-20,Downregulated
MFI2,3.367448366512641,9.07302047050527e-20,Upregulated
RGS13,-3.151679338300111,9.07302047050527e-20,Downregulated
RCC2,1.4986266453362056,9.087364634910173e-20,Upregulated
MIS18A,1.7166597032664497,9.157505759773638e-20,Upregulated
CDC25C,3.709379461555522,9.198203139569676e-20,Upregulated
CDKL1,-1.7557014327753393,9.236770893118094e-20,Downregulated
TRAIP,2.0833319447564405,9.259690595035202e-20,Upregulated
ARHGAP44,-3.3078294234041543,9.259852510917988e-20,Downregulated
SH3BP5,-2.382550271902014,9.29160210655766e-20,Downregulated
SPC25,3.4945256352338365,9.29160210655766e-20,Upregulated
SYNDIG1L,-3.665380195561237,9.460308736567885e-20,Downregulated
E2F2,2.730415191015386,9.670475707805528e-20,Upregulated
GMPS,1.7533333829699167,9.708171294148349e-20,Upregulated
NICN1,-1.417652129086803,9.717584160128276e-20,Downregulated
LRRC32,-2.722352351840822,9.734723671577151e-20,Downregulated
EMP2,-2.553921342461095,9.842718030737116e-20,Downregulated
LONRF3,-3.2183445393311336,1.0270074784158301e-19,Downregulated
PID1,-2.9362709514323484,1.0599757064149262e-19,Downregulated
RMI2,2.7780244633935576,1.0698465496827e-19,Upregulated
S1PR4,-3.042550566599993,1.0741339837088378e-19,Downregulated
CCT5,1.5256865925405716,1.094307575494292e-19,Upregulated
CCDC150,2.3751024104446605,1.1094067837233356e-19,Upregulated
MZT2A,1.3070587637229458,1.1146937791779376e-19,Upregulated
TSPAN4,-2.218038226547918,1.1230024242508805e-19,Downregulated
C20orf202,-2.790250909165993,1.127136694291324e-19,Downregulated
LHFP,-2.1549036277885243,1.1369789077249888e-19,Downregulated
IFT57,-1.761176626236141,1.1562106246589017e-19,Downregulated
RAPGEF3,-2.2521706201380267,1.171936551726422e-19,Downregulated
CD34,-2.591764920269341,1.2136000038375988e-19,Downregulated
BLM,2.2627807919906,1.288422958176915e-19,Upregulated
MIF,1.8019604100289843,1.3212210711812566e-19,Upregulated
MARK1,2.2886397629657047,1.3534392679281312e-19,Upregulated
MS4A7,-3.168035681839532,1.3646625957693058e-19,Downregulated
TRPC3,-2.0767745904386428,1.3646625957693058e-19,Downregulated
MND1,3.271341013050737,1.3758560400920357e-19,Upregulated
CMSS1,1.4823499570726284,1.3805094916021733e-19,Upregulated
SPTBN2,2.685092556067012,1.3844051164924608e-19,Upregulated
GSG2,2.6395915871595785,1.3844051164924608e-19,Upregulated
PRKCD,-1.21255069281953,1.4537154662554685e-19,Downregulated
PTCRA,-3.38615996879916,1.4666097542015394e-19,Downregulated
DUSP1,-2.9729409702887963,1.4975392709699982e-19,Downregulated
GIMAP7,-3.038820255572057,1.5329287974142995e-19,Downregulated
TSPAN32,-2.7160935004945035,1.5700546848117594e-19,Downregulated
GATA6,-2.9549255517977207,1.6017480580425776e-19,Downregulated
GNA14,-3.053389064502154,1.6207501894007946e-19,Downregulated
ATP8A1,-3.077392270305629,1.632027072515099e-19,Downregulated
MRC1L1,-4.080203948957923,1.632027072515099e-19,Downregulated
CCL23,-4.393726724692889,1.6355360389934681e-19,Downregulated
ACE,-2.618428410512037,1.6557126342746285e-19,Downregulated
C8B,-5.309262338074759,1.6576015805705044e-19,Downregulated
PNPLA7,-2.350532265996556,1.7244219042242637e-19,Downregulated
KCNA3,-3.3420657075229574,1.7472322662452762e-19,Downregulated
PRDM16,-2.9161422491484044,1.7656745102789693e-19,Downregulated
LILRA1,-2.6387292856222087,1.7777234785311784e-19,Downregulated
LTC4S,-2.6533333692163668,1.7777234785311784e-19,Downregulated
SLC25A10,1.6813719335618398,1.7777234785311784e-19,Upregulated
GGH,2.0476508174421824,1.862935777165364e-19,Upregulated
GORASP1,-1.0000015128522488,1.863785485473489e-19,Downregulated
KIAA1462,-2.880971014509427,1.8706980681852682e-19,Downregulated
WISP2,-3.672577239115941,1.9673253113966541e-19,Downregulated
CTSH,-2.918823864996643,1.983537126618269e-19,Downregulated
MMP24,-3.4425071606496584,2.0023495178904232e-19,Downregulated
ADPRH,-1.91842672565914,2.0124285205494144e-19,Downregulated
PRAME,6.354942372359179,2.04706903902456e-19,Upregulated
FBXO45,1.9399967568388456,2.0516827708303092e-19,Upregulated
CLDN5,-3.421779354601208,2.0900760143492372e-19,Downregulated
MOAP1,-1.1386281088825587,2.1407543081588504e-19,Downregulated
KIF15,3.079820953855541,2.142363055588808e-19,Upregulated
EXOC3L1,-2.017841234054821,2.1676602394764402e-19,Downregulated
RRM2,3.829834913766317,2.217595346630823e-19,Upregulated
KIAA0101,3.3282481843733205,2.277826336642456e-19,Upregulated
PLLP,-2.7066588572351025,2.2786950800934013e-19,Downregulated
SYPL2,-2.054079652155831,2.387629296515378e-19,Downregulated
GAB3,-2.0250740466366084,2.387629296515378e-19,Downregulated
MNDA,-2.6607867913219225,2.387629296515378e-19,Downregulated
SHCBP1,2.533559655857105,2.4274506871140773e-19,Upregulated
GIMAP1,-2.950028458330942,2.4561679727561873e-19,Downregulated
SEC14L3,-4.0619652018811365,2.4725279863765243e-19,Downregulated
RUVBL1,1.363726429717941,2.549909488477962e-19,Upregulated
SUV39H2,1.6786319606622673,2.5625233624107705e-19,Upregulated
HN1,1.6423535808227516,2.5899740672823633e-19,Upregulated
PPBP,-5.0450475732627815,2.618918822880195e-19,Downregulated
CXorf36,-2.454104265982465,2.618918822880195e-19,Downregulated
TMEM110,-1.0664680170212169,2.630737187700004e-19,Downregulated
C5AR1,-2.4505860810963007,2.647127003146006e-19,Downregulated
